customer_id,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Segment_Code,RFM_Score,Segment,Cluster
16151,97,7,3361.4100000000003,2,5,2,252,9,Need Attention,0
16152,180,7,11523.39,2,5,4,254,11,Need Attention,0
16153,181,5,12797.159999999998,2,4,5,245,11,Need Attention,0
16154,10,8,6434.24,5,5,3,553,13,Loyal Customers,3
16155,1,5,4308.22,5,4,2,542,11,Lost Customers,1
16156,78,7,18485.38,3,5,5,355,13,Loyal Customers,0
16157,31,10,24079.3,4,5,5,455,14,Champions,3
16158,10,5,7924.320000000001,5,4,3,543,12,Loyal Customers,3
16159,17,5,10567.210000000001,4,4,4,444,12,Champions,3
16160,57,5,6482.75,3,4,3,343,10,Loyal Customers,0
16161,19,6,8325.630000000001,4,4,4,444,12,Champions,3
16162,164,2,613.6,2,1,1,211,4,Lost Customers,2
16163,180,6,4638.26,2,4,2,242,8,Need Attention,0
16164,18,5,7110.62,4,4,3,443,11,Loyal Customers,1
16165,32,5,5111.11,4,4,2,442,10,Lost Customers,1
16166,31,6,11940.33,4,4,4,444,12,Champions,3
16167,186,5,15642.87,1,4,5,145,10,At Risk,0
16168,15,4,3796.5499999999997,5,3,2,532,10,Potential Loyalists,1
16169,119,4,1387.27,2,3,1,231,6,Lost Customers,4
16170,50,5,4959.08,3,4,2,342,9,Lost Customers,0
16171,277,4,3871.96,1,3,2,132,6,Lost Customers,4
16172,4,3,788.2900000000001,5,2,1,521,8,New Customers,1
16173,75,2,5085.62,3,1,2,312,6,Potential Loyalists,4
16174,374,2,1290.62,1,1,1,111,3,Lost Customers,2
16175,1,5,5032.05,5,4,2,542,11,Lost Customers,1
16176,19,5,13751.94,4,4,5,445,13,Champions,3
16177,9,5,3971.5600000000004,5,4,2,542,11,Lost Customers,1
16178,15,2,2399.83,5,1,1,511,7,New Customers,1
16179,55,2,526.87,3,1,1,311,5,Promising,2
16180,26,4,10178.24,4,3,4,434,11,Loyal Customers,1
16181,251,3,6033.07,1,2,3,123,6,Lost Customers,4
16182,17,6,12092.42,4,4,4,444,12,Champions,3
16183,215,6,9839.1,1,4,4,144,9,At Risk,0
16184,6,8,8677.210000000001,5,5,4,554,14,Champions,3
16185,20,6,16786.9,4,4,5,445,13,Champions,3
16186,35,4,4017.5400000000004,4,3,2,432,9,Potential Loyalists,1
16187,21,3,9816.4,4,2,4,424,10,Potential Loyalists,1
16188,63,8,16414.62,3,5,5,355,13,Loyal Customers,0
16189,150,5,6114.01,2,4,3,243,9,Need Attention,0
16190,317,7,15598.060000000001,1,5,5,155,11,At Risk,0
16191,63,8,10190.369999999999,3,5,4,354,12,Loyal Customers,0
16192,41,4,3797.96,4,3,2,432,9,Potential Loyalists,1
16193,177,5,3019.7400000000002,2,4,1,241,7,Lost Customers,4
16194,59,1,6321.879999999999,3,1,3,313,7,Potential Loyalists,4
16195,61,6,9107.32,3,4,4,344,11,Loyal Customers,0
16196,252,3,2247.04,1,2,1,121,4,Lost Customers,4
16197,42,6,4847.76,3,4,2,342,9,Lost Customers,0
16198,7,5,15814.539999999999,5,4,5,545,14,Champions,3
16199,4,8,16111.32,5,5,5,555,15,Champions,3
16200,74,2,8590.99,3,1,4,314,8,Potential Loyalists,4
16201,1,8,14836.949999999999,5,5,5,555,15,Champions,3
16202,113,6,9911.73,2,4,4,244,10,Need Attention,0
16203,182,2,4214.02,2,1,2,212,5,Lost Customers,4
16204,83,4,6603.01,3,3,3,333,9,Loyal Customers,4
16205,243,5,11891.88,1,4,4,144,9,At Risk,0
16206,100,5,7305.66,2,4,3,243,9,Need Attention,0
16207,182,5,5013.5599999999995,2,4,2,242,8,Need Attention,4
16208,142,5,5055.37,2,4,2,242,8,Need Attention,4
16209,115,4,4714.9,2,3,2,232,7,Need Attention,4
16210,208,3,6329.650000000001,1,2,3,123,6,Lost Customers,4
16211,4,5,6153.81,5,4,3,543,12,Loyal Customers,1
16212,1,4,12881.390000000001,5,3,5,535,13,Loyal Customers,3
16213,107,5,5252.37,2,4,2,242,8,Need Attention,0
16214,188,2,3910.19,1,1,2,112,4,Lost Customers,4
16215,22,3,3463.07,4,2,2,422,8,Potential Loyalists,1
16216,262,5,15913.7,1,4,5,145,10,At Risk,0
16217,143,8,19727.66,2,5,5,255,12,Need Attention,0
16218,319,8,14337.58,1,5,5,155,11,At Risk,0
16219,27,5,11176.61,4,4,4,444,12,Champions,3
16220,23,6,8573.19,4,4,4,444,12,Champions,3
16221,421,2,5694.120000000001,1,1,3,113,5,Lost Customers,4
16222,217,10,13832.720000000001,1,5,5,155,11,At Risk,0
16223,434,2,3971.54,1,1,2,112,4,Lost Customers,4
16224,3,5,2466.08,5,4,1,541,10,Lost Customers,1
16225,354,3,7752.679999999999,1,2,3,123,6,Lost Customers,4
16226,5,6,4431.27,5,4,2,542,11,Lost Customers,1
16227,293,6,3934.15,1,4,2,142,7,Lost Customers,0
16228,170,7,17435.59,2,5,5,255,12,Need Attention,0
16229,39,11,19941.94,4,5,5,455,14,Champions,3
16230,107,4,5228.53,2,3,2,232,7,Need Attention,4
16231,88,6,5296.87,2,4,2,242,8,Need Attention,0
16232,21,6,18489.8,4,4,5,445,13,Champions,3
16233,4,3,2087.67,5,2,1,521,8,New Customers,1
16234,136,3,1171.84,2,2,1,221,5,Lost Customers,2
16235,1,6,9434.01,5,4,4,544,13,Champions,3
16236,15,5,11832.12,5,4,4,544,13,Champions,3
16237,139,3,1822.92,2,2,1,221,5,Lost Customers,4
16238,79,5,8215.25,3,4,3,343,10,Loyal Customers,0
16239,182,6,10787.36,2,4,4,244,10,Need Attention,0
16240,461,7,11788.52,1,5,4,154,10,At Risk,0
16241,28,5,7834.59,4,4,3,443,11,Loyal Customers,0
16242,131,6,5024.379999999999,2,4,2,242,8,Need Attention,0
16243,512,5,10472.38,1,4,4,144,9,At Risk,0
16244,5,5,16309.73,5,4,5,545,14,Champions,3
16245,256,3,5599.799999999999,1,2,2,122,5,Lost Customers,4
16246,1,9,16498.19,5,5,5,555,15,Champions,3
16247,19,4,7435.43,4,3,3,433,10,Loyal Customers,1
16248,501,2,9974.94,1,1,4,114,6,Lost Customers,4
16249,20,3,2661.7799999999997,4,2,1,421,7,New Customers,1
16250,17,4,13056.86,4,3,5,435,12,Loyal Customers,3
16251,54,6,7481.33,3,4,3,343,10,Loyal Customers,0
16252,1,5,4431.98,5,4,2,542,11,Lost Customers,1
16253,64,5,3019.25,3,4,1,341,8,Lost Customers,4
16254,279,5,10542.6,1,4,4,144,9,At Risk,0
16255,154,7,12386.66,2,5,5,255,12,Need Attention,0
16256,12,2,2337.62,5,1,1,511,7,New Customers,1
16257,188,2,4856.5,1,1,2,112,4,Lost Customers,4
16258,39,7,28467.25,4,5,5,455,14,Champions,3
16259,169,5,8327.380000000001,2,4,4,244,10,Need Attention,0
16260,8,11,24782.559999999998,5,5,5,555,15,Champions,3
16261,5,7,11690.650000000001,5,5,4,554,14,Champions,3
16262,44,6,10101.189999999999,3,4,4,344,11,Loyal Customers,0
16263,44,6,6739.540000000001,3,4,3,343,10,Loyal Customers,0
16264,182,4,3479.3100000000004,2,3,2,232,7,Need Attention,4
16265,33,6,16112.25,4,4,5,445,13,Champions,3
16266,262,8,11839.829999999998,1,5,4,154,10,At Risk,0
16267,234,4,23316.72,1,3,5,135,9,At Risk,0
16268,39,6,15995.050000000001,4,4,5,445,13,Champions,0
16269,229,7,10188.67,1,5,4,154,10,At Risk,0
16270,61,2,1104.41,3,1,1,311,5,Promising,2
16271,252,4,4405.12,1,3,2,132,6,Lost Customers,4
16272,238,3,1935.5,1,2,1,121,4,Lost Customers,4
16273,50,5,2472.31,3,4,1,341,8,Lost Customers,1
16274,89,5,11724.779999999999,2,4,4,244,10,Need Attention,0
16275,14,3,3908.76,5,2,2,522,9,Potential Loyalists,1
16276,71,6,7814.11,3,4,3,343,10,Loyal Customers,0
16277,8,7,12663.099999999999,5,5,5,555,15,Champions,3
16278,32,4,8670.82,4,3,4,434,11,Loyal Customers,1
16279,142,4,7794.59,2,3,3,233,8,Need Attention,4
16280,9,6,4311.48,5,4,2,542,11,Lost Customers,1
16281,61,8,9327.9,3,5,4,354,12,Loyal Customers,0
16282,26,4,6766.9299999999985,4,3,3,433,10,Loyal Customers,1
16283,20,8,20670.53,4,5,5,455,14,Champions,3
16284,350,6,6966.15,1,4,3,143,8,At Risk,0
16285,21,8,8860.16,4,5,4,454,13,Champions,3
16286,224,4,10272.95,1,3,4,134,8,At Risk,0
16287,28,6,10843.36,4,4,4,444,12,Champions,3
16288,20,5,8891.82,4,4,4,444,12,Champions,3
16289,5,7,14090.460000000001,5,5,5,555,15,Champions,3
16290,35,5,9972.619999999999,4,4,4,444,12,Champions,0
16291,61,4,2538.65,3,3,1,331,7,Promising,4
16292,1,7,6405.76,5,5,3,553,13,Loyal Customers,3
16293,50,2,1163.87,3,1,1,311,5,Promising,2
16294,6,4,6910.110000000001,5,3,3,533,11,Loyal Customers,1
16295,74,6,15875.19,3,4,5,345,12,Loyal Customers,0
16296,637,1,3922.75,1,1,2,112,4,Lost Customers,2
16297,4,6,3338.24,5,4,2,542,11,Lost Customers,1
16298,4,4,3341.16,5,3,2,532,10,Potential Loyalists,1
16299,259,5,11688.400000000001,1,4,4,144,9,At Risk,0
16300,89,1,338.65000000000003,2,1,1,211,4,Lost Customers,2
16301,11,8,24269.620000000003,5,5,5,555,15,Champions,3
16302,6,5,15182.1,5,4,5,545,14,Champions,3
16303,14,7,14118.99,5,5,5,555,15,Champions,3
16304,35,9,9604.390000000001,4,5,4,454,13,Champions,3
16305,40,6,9295.23,4,4,4,444,12,Champions,0
16306,33,6,4631.22,4,4,2,442,10,Lost Customers,0
16307,116,2,1959.98,2,1,1,211,4,Lost Customers,2
16308,749,2,1291.05,1,1,1,111,3,Lost Customers,2
16309,11,9,12448.01,5,5,5,555,15,Champions,3
16310,54,11,8162.45,3,5,3,353,11,Loyal Customers,0
16311,218,4,1279.08,1,3,1,131,5,Lost Customers,4
16312,586,1,1169.0,1,1,1,111,3,Lost Customers,2
16313,28,6,10479.140000000001,4,4,4,444,12,Champions,3
16314,74,5,9764.11,3,4,4,344,11,Loyal Customers,0
16315,49,1,3268.26,3,1,2,312,6,Potential Loyalists,2
16316,45,1,1645.4599999999998,3,1,1,311,5,Promising,2
16317,143,5,4357.26,2,4,2,242,8,Need Attention,4
16318,422,1,3484.67,1,1,2,112,4,Lost Customers,2
16319,210,5,6854.0199999999995,1,4,3,143,8,At Risk,0
16320,47,8,11163.57,3,5,4,354,12,Loyal Customers,0
16321,1,5,14014.53,5,4,5,545,14,Champions,3
16322,376,4,4018.08,1,3,2,132,6,Lost Customers,4
16323,60,5,8356.62,3,4,4,344,11,Loyal Customers,0
16324,109,6,17708.420000000002,2,4,5,245,11,Need Attention,0
16325,235,2,3157.34,1,1,1,111,3,Lost Customers,4
16326,15,5,7001.09,5,4,3,543,12,Loyal Customers,1
16327,28,6,24210.2,4,4,5,445,13,Champions,3
16328,70,5,17589.879999999997,3,4,5,345,12,Loyal Customers,0
16329,790,1,2885.96,1,1,1,111,3,Lost Customers,2
16330,31,5,2740.55,4,4,1,441,9,Lost Customers,1
16331,99,5,15692.550000000001,2,4,5,245,11,Need Attention,0
16332,160,4,6029.969999999999,2,3,3,233,8,Need Attention,4
16333,288,1,667.7,1,1,1,111,3,Lost Customers,2
16334,103,3,11521.25,2,2,4,224,8,Need Attention,4
16335,2,5,5566.69,5,4,2,542,11,Lost Customers,1
16336,32,4,7945.76,4,3,3,433,10,Loyal Customers,1
16337,50,3,7307.31,3,2,3,323,8,Potential Loyalists,4
16338,298,5,10898.35,1,4,4,144,9,At Risk,0
16339,70,3,2414.81,3,2,1,321,6,Promising,4
16340,197,7,12107.86,1,5,4,154,10,At Risk,0
16341,27,3,3956.3999999999996,4,2,2,422,8,Potential Loyalists,1
16342,56,4,4087.02,3,3,2,332,8,Potential Loyalists,4
16343,236,6,11234.529999999999,1,4,4,144,9,At Risk,0
16344,32,4,10161.34,4,3,4,434,11,Loyal Customers,0
16345,644,3,4147.570000000001,1,2,2,122,5,Lost Customers,4
16346,15,8,10248.720000000001,5,5,4,554,14,Champions,3
16347,13,6,13643.220000000001,5,4,5,545,14,Champions,3
16348,122,6,14265.269999999999,2,4,5,245,11,Need Attention,0
16349,273,4,4250.57,1,3,2,132,6,Lost Customers,4
16350,140,2,1446.17,2,1,1,211,4,Lost Customers,2
16351,306,3,2286.91,1,2,1,121,4,Lost Customers,4
16352,27,8,9703.9,4,5,4,454,13,Champions,3
16353,5,4,7366.12,5,3,3,533,11,Loyal Customers,1
16354,94,4,3610.84,2,3,2,232,7,Need Attention,4
16355,164,2,11687.14,2,1,4,214,7,Lost Customers,4
16356,127,4,6828.76,2,3,3,233,8,Need Attention,4
16357,21,2,1435.45,4,1,1,411,6,New Customers,2
16358,271,3,6446.02,1,2,3,123,6,Lost Customers,4
16359,64,5,17135.77,3,4,5,345,12,Loyal Customers,0
16360,23,6,3913.5800000000004,4,4,2,442,10,Lost Customers,1
16361,23,7,13128.219999999996,4,5,5,455,14,Champions,3
16362,456,1,2741.19,1,1,1,111,3,Lost Customers,2
16363,165,7,4418.530000000001,2,5,2,252,9,Need Attention,0
16364,155,7,14857.54,2,5,5,255,12,Need Attention,0
16365,66,3,2657.3500000000004,3,2,1,321,6,Promising,4
16366,390,2,2719.64,1,1,1,111,3,Lost Customers,4
16367,131,4,4456.35,2,3,2,232,7,Need Attention,4
16368,43,6,6170.22,3,4,3,343,10,Loyal Customers,0
16369,343,8,11761.25,1,5,4,154,10,At Risk,0
16370,60,8,14916.12,3,5,5,355,13,Loyal Customers,0
16371,83,5,8709.18,3,4,4,344,11,Loyal Customers,0
16372,183,5,3701.79,2,4,2,242,8,Need Attention,4
16373,15,5,4657.95,5,4,2,542,11,Lost Customers,1
16374,15,5,9498.01,5,4,4,544,13,Champions,3
16375,1,6,4735.55,5,4,2,542,11,Lost Customers,3
16376,265,5,14459.14,1,4,5,145,10,At Risk,0
16377,72,8,15580.74,3,5,5,355,13,Loyal Customers,0
16378,59,4,6034.58,3,3,3,333,9,Loyal Customers,4
16379,3,5,10495.83,5,4,4,544,13,Champions,3
16380,6,7,20858.989999999998,5,5,5,555,15,Champions,3
16381,65,5,6542.68,3,4,3,343,10,Loyal Customers,0
16382,4,5,2917.6499999999996,5,4,1,541,10,Lost Customers,1
16383,22,4,5826.65,4,3,3,433,10,Loyal Customers,1
16384,39,7,20357.15,4,5,5,455,14,Champions,0
16385,59,3,1315.0400000000002,3,2,1,321,6,Promising,2
16386,53,5,10451.78,3,4,4,344,11,Loyal Customers,0
16387,484,3,6815.32,1,2,3,123,6,Lost Customers,4
16388,339,3,8722.19,1,2,4,124,7,Lost Customers,4
16389,137,5,4297.56,2,4,2,242,8,Need Attention,4
16390,299,1,4034.25,1,1,2,112,4,Lost Customers,2
16391,16,7,4179.83,4,5,2,452,11,Lost Customers,3
16392,58,6,18708.4,3,4,5,345,12,Loyal Customers,0
16393,213,3,4066.69,1,2,2,122,5,Lost Customers,4
16394,11,9,8691.74,5,5,4,554,14,Champions,3
16395,56,5,7048.7,3,4,3,343,10,Loyal Customers,0
16396,50,5,5131.5,3,4,2,342,9,Lost Customers,0
16397,377,5,10862.48,1,4,4,144,9,At Risk,0
16398,163,6,11941.51,2,4,4,244,10,Need Attention,0
16399,24,3,4805.040000000001,4,2,2,422,8,Potential Loyalists,1
16400,26,5,5023.43,4,4,2,442,10,Lost Customers,1
16401,194,5,3396.06,1,4,2,142,7,Lost Customers,4
16402,45,3,3709.0499999999997,3,2,2,322,7,Potential Loyalists,4
16403,131,5,8221.15,2,4,3,243,9,Need Attention,0
16404,23,5,10139.84,4,4,4,444,12,Champions,3
16405,10,4,6221.01,5,3,3,533,11,Loyal Customers,1
16406,120,7,11445.58,2,5,4,254,11,Need Attention,0
16407,22,5,14387.37,4,4,5,445,13,Champions,3
16408,45,2,870.4099999999999,3,1,1,311,5,Promising,2
16409,8,3,3126.52,5,2,1,521,8,New Customers,1
16410,14,4,5884.16,5,3,3,533,11,Loyal Customers,1
16411,47,8,8962.77,3,5,4,354,12,Loyal Customers,0
16412,563,3,4593.27,1,2,2,122,5,Lost Customers,4
16413,28,6,6826.37,4,4,3,443,11,Loyal Customers,3
16414,35,7,11210.94,4,5,4,454,13,Champions,0
16415,45,3,2412.9300000000003,3,2,1,321,6,Promising,4
16416,39,8,4568.63,4,5,2,452,11,Lost Customers,0
16417,18,6,12819.56,4,4,5,445,13,Champions,3
16418,1,5,9340.420000000002,5,4,4,544,13,Champions,3
16419,181,7,19014.27,2,5,5,255,12,Need Attention,0
16420,44,4,4543.68,3,3,2,332,8,Potential Loyalists,1
16421,7,4,4010.0,5,3,2,532,10,Potential Loyalists,1
16422,4,6,4454.37,5,4,2,542,11,Lost Customers,1
16423,100,4,1175.1,2,3,1,231,6,Lost Customers,4
16424,114,4,4444.74,2,3,2,232,7,Need Attention,4
16425,35,6,9219.94,4,4,4,444,12,Champions,0
16426,31,5,13244.220000000001,4,4,5,445,13,Champions,0
16427,20,5,13373.359999999999,4,4,5,445,13,Champions,3
16428,8,4,4712.33,5,3,2,532,10,Potential Loyalists,1
16429,233,4,5501.31,1,3,2,132,6,Lost Customers,4
16430,89,6,7186.86,2,4,3,243,9,Need Attention,0
16431,156,7,6461.970000000001,2,5,3,253,10,Need Attention,0
16432,437,2,5531.4,1,1,2,112,4,Lost Customers,4
16433,167,3,1847.81,2,2,1,221,5,Lost Customers,4
16434,56,7,9831.67,3,5,4,354,12,Loyal Customers,0
16435,165,7,5337.04,2,5,2,252,9,Need Attention,0
16436,65,4,2285.8099999999995,3,3,1,331,7,Promising,4
16437,61,4,5654.76,3,3,3,333,9,Loyal Customers,4
16438,278,2,5808.03,1,1,3,113,5,Lost Customers,4
16439,285,8,19372.61,1,5,5,155,11,At Risk,0
16440,28,8,7959.45,4,5,3,453,12,Loyal Customers,3
16441,77,6,5387.2,3,4,2,342,9,Lost Customers,0
16442,236,3,2938.38,1,2,1,121,4,Lost Customers,4
16443,1,5,6115.089999999999,5,4,3,543,12,Loyal Customers,1
16444,48,5,7969.13,3,4,3,343,10,Loyal Customers,0
16445,25,4,4492.349999999999,4,3,2,432,9,Potential Loyalists,1
16446,46,4,4583.570000000001,3,3,2,332,8,Potential Loyalists,1
16447,6,4,4059.65,5,3,2,532,10,Potential Loyalists,1
16448,107,6,13471.189999999999,2,4,5,245,11,Need Attention,0
16449,7,6,7331.780000000001,5,4,3,543,12,Loyal Customers,3
16450,47,7,19029.63,3,5,5,355,13,Loyal Customers,0
16451,63,8,7327.01,3,5,3,353,11,Loyal Customers,0
16452,194,1,516.48,1,1,1,111,3,Lost Customers,2
16453,53,7,18362.85,3,5,5,355,13,Loyal Customers,0
16454,8,7,13481.310000000001,5,5,5,555,15,Champions,3
16455,160,8,17971.95,2,5,5,255,12,Need Attention,0
16456,218,5,4184.96,1,4,2,142,7,Lost Customers,4
16457,109,7,16747.219999999998,2,5,5,255,12,Need Attention,0
16458,204,6,5929.3099999999995,1,4,3,143,8,At Risk,0
16459,48,4,14533.789999999999,3,3,5,335,11,Loyal Customers,0
16460,504,3,7012.85,1,2,3,123,6,Lost Customers,4
16461,34,5,8295.49,4,4,4,444,12,Champions,0
16462,110,3,2318.25,2,2,1,221,5,Lost Customers,4
16463,36,3,2602.4799999999996,4,2,1,421,7,New Customers,1
16464,2,3,2979.5499999999997,5,2,1,521,8,New Customers,1
16466,2,6,5904.17,5,4,3,543,12,Loyal Customers,3
16467,120,3,3588.63,2,2,2,222,6,Need Attention,4
16468,84,5,13351.070000000002,3,4,5,345,12,Loyal Customers,0
16469,58,4,5315.9400000000005,3,3,2,332,8,Potential Loyalists,4
16470,465,4,12484.890000000001,1,3,5,135,9,At Risk,0
16471,457,5,5538.77,1,4,2,142,7,Lost Customers,4
16472,168,7,23570.2,2,5,5,255,12,Need Attention,0
16473,188,4,5679.15,1,3,3,133,7,At Risk,4
16474,131,5,12693.72,2,4,5,245,11,Need Attention,0
16475,433,2,2490.23,1,1,1,111,3,Lost Customers,4
16476,33,4,9656.970000000001,4,3,4,434,11,Loyal Customers,0
16477,50,6,24146.579999999998,3,4,5,345,12,Loyal Customers,0
16478,55,3,7590.17,3,2,3,323,8,Potential Loyalists,4
16479,316,2,5638.9400000000005,1,1,3,113,5,Lost Customers,4
16480,44,2,4669.889999999999,3,1,2,312,6,Potential Loyalists,4
16481,53,4,14982.19,3,3,5,335,11,Loyal Customers,0
16482,14,4,4019.7500000000005,5,3,2,532,10,Potential Loyalists,1
16483,11,4,8060.24,5,3,3,533,11,Loyal Customers,1
16484,107,4,2925.37,2,3,1,231,6,Lost Customers,4
16485,61,4,4607.790000000001,3,3,2,332,8,Potential Loyalists,4
16486,131,3,5937.75,2,2,3,223,7,Need Attention,4
16487,259,7,15650.62,1,5,5,155,11,At Risk,0
16488,304,4,3792.23,1,3,2,132,6,Lost Customers,4
16489,8,5,7152.24,5,4,3,543,12,Loyal Customers,1
16490,5,5,14329.21,5,4,5,545,14,Champions,3
16491,19,2,2085.4700000000003,4,1,1,411,6,New Customers,1
16492,31,2,2631.94,4,1,1,411,6,New Customers,1
16493,1,7,12311.470000000001,5,5,5,555,15,Champions,3
16494,57,9,23025.22,3,5,5,355,13,Loyal Customers,0
16495,289,4,1085.92,1,3,1,131,5,Lost Customers,4
16496,153,5,8882.08,2,4,4,244,10,Need Attention,0
16497,145,6,5263.51,2,4,2,242,8,Need Attention,0
16498,54,8,15007.710000000003,3,5,5,355,13,Loyal Customers,0
16499,20,7,27632.07,4,5,5,455,14,Champions,3
16500,629,1,2253.39,1,1,1,111,3,Lost Customers,2
16501,694,3,9160.91,1,2,4,124,7,Lost Customers,4
16502,21,1,1004.9,4,1,1,411,6,New Customers,2
16503,249,3,5031.530000000001,1,2,2,122,5,Lost Customers,4
16504,117,3,5291.13,2,2,2,222,6,Need Attention,4
16505,56,4,10730.989999999998,3,3,4,334,10,Loyal Customers,0
16506,60,5,6387.710000000001,3,4,3,343,10,Loyal Customers,0
16507,188,9,9112.46,1,5,4,154,10,At Risk,0
16508,70,8,15711.39,3,5,5,355,13,Loyal Customers,0
16509,15,10,11258.26,5,5,4,554,14,Champions,3
16510,49,6,9136.49,3,4,4,344,11,Loyal Customers,0
16511,33,8,14856.4,4,5,5,455,14,Champions,3
16512,9,5,13993.56,5,4,5,545,14,Champions,3
16513,457,2,9599.8,1,1,4,114,6,Lost Customers,4
16514,37,5,1980.4,4,4,1,441,9,Lost Customers,1
16515,158,4,17182.97,2,3,5,235,10,Need Attention,0
16516,212,7,5501.9,1,5,2,152,8,Lost Customers,0
16517,48,3,4433.97,3,2,2,322,7,Potential Loyalists,4
16518,300,4,5036.19,1,3,2,132,6,Lost Customers,4
16519,12,5,4224.76,5,4,2,542,11,Lost Customers,1
16520,101,1,151.48000000000002,2,1,1,211,4,Lost Customers,2
16521,165,3,3338.9900000000002,2,2,2,222,6,Need Attention,4
16522,95,7,15354.94,2,5,5,255,12,Need Attention,0
16523,11,7,12595.38,5,5,5,555,15,Champions,3
16524,41,4,7404.629999999999,4,3,3,433,10,Loyal Customers,1
16525,208,2,7963.990000000001,1,1,3,113,5,Lost Customers,4
16526,22,8,10284.49,4,5,4,454,13,Champions,3
16527,7,8,5454.6900000000005,5,5,2,552,12,Lost Customers,3
16528,74,5,8323.93,3,4,4,344,11,Loyal Customers,0
16529,147,5,9950.51,2,4,4,244,10,Need Attention,0
16530,117,4,1223.06,2,3,1,231,6,Lost Customers,4
16531,59,2,3344.25,3,1,2,312,6,Potential Loyalists,4
16532,162,1,261.22,2,1,1,211,4,Lost Customers,2
16533,129,3,7901.450000000001,2,2,3,223,7,Need Attention,4
16534,150,5,4342.82,2,4,2,242,8,Need Attention,4
16535,5,5,13437.39,5,4,5,545,14,Champions,3
16536,7,8,10132.43,5,5,4,554,14,Champions,3
16537,95,3,2616.94,2,2,1,221,5,Lost Customers,4
16538,25,4,10999.73,4,3,4,434,11,Loyal Customers,1
16539,3,4,5890.23,5,3,3,533,11,Loyal Customers,1
16540,4,5,4822.47,5,4,2,542,11,Lost Customers,1
16541,80,4,6986.0199999999995,3,3,3,333,9,Loyal Customers,4
16542,10,5,4209.7,5,4,2,542,11,Lost Customers,1
16543,83,5,5430.96,3,4,2,342,9,Lost Customers,0
16544,10,9,10875.3,5,5,4,554,14,Champions,3
16545,72,6,13162.59,3,4,5,345,12,Loyal Customers,0
16546,92,8,7253.51,2,5,3,253,10,Need Attention,0
16547,10,4,5187.2,5,3,2,532,10,Potential Loyalists,1
16548,68,7,15169.3,3,5,5,355,13,Loyal Customers,0
16549,1,10,6695.51,5,5,3,553,13,Loyal Customers,3
16550,70,5,3843.59,3,4,2,342,9,Lost Customers,4
16551,120,6,10313.550000000001,2,4,4,244,10,Need Attention,0
16552,165,7,10365.73,2,5,4,254,11,Need Attention,0
16553,66,3,6918.469999999999,3,2,3,323,8,Potential Loyalists,4
16554,534,4,5016.54,1,3,2,132,6,Lost Customers,4
16555,11,3,6078.76,5,2,3,523,10,Potential Loyalists,1
16556,292,11,11544.39,1,5,4,154,10,At Risk,0
16557,414,3,6593.329999999999,1,2,3,123,6,Lost Customers,4
16558,277,7,16196.67,1,5,5,155,11,At Risk,0
16559,18,5,3329.1400000000003,4,4,2,442,10,Lost Customers,1
16560,31,4,9261.2,4,3,4,434,11,Loyal Customers,1
16561,48,1,2252.33,3,1,1,311,5,Promising,2
16562,212,3,1998.33,1,2,1,121,4,Lost Customers,4
16563,22,6,10889.45,4,4,4,444,12,Champions,3
16564,64,3,5203.18,3,2,2,322,7,Potential Loyalists,4
16565,137,2,3409.54,2,1,2,212,5,Lost Customers,4
16566,42,4,7031.54,3,3,3,333,9,Loyal Customers,1
16567,184,5,7590.78,2,4,3,243,9,Need Attention,0
16568,286,3,5474.84,1,2,2,122,5,Lost Customers,4
16569,26,4,12217.359999999999,4,3,5,435,12,Loyal Customers,0
16570,5,6,15363.17,5,4,5,545,14,Champions,3
16571,193,3,8919.71,1,2,4,124,7,Lost Customers,4
16572,9,4,10988.64,5,3,4,534,12,Loyal Customers,1
16573,172,5,7700.99,2,4,3,243,9,Need Attention,0
16574,524,2,499.01,1,1,1,111,3,Lost Customers,2
16575,2,8,7403.66,5,5,3,553,13,Loyal Customers,3
16576,148,6,7921.570000000001,2,4,3,243,9,Need Attention,0
16577,738,3,2502.98,1,2,1,121,4,Lost Customers,4
16578,58,3,3365.2700000000004,3,2,2,322,7,Potential Loyalists,4
16579,43,2,2330.33,3,1,1,311,5,Promising,2
16580,185,4,6049.51,2,3,3,233,8,Need Attention,4
16581,160,1,353.97,2,1,1,211,4,Lost Customers,2
16582,228,3,3744.14,1,2,2,122,5,Lost Customers,4
16583,106,4,16058.210000000003,2,3,5,235,10,Need Attention,0
16584,35,5,3402.44,4,4,2,442,10,Lost Customers,1
16585,177,5,11310.16,2,4,4,244,10,Need Attention,0
16586,8,5,4016.53,5,4,2,542,11,Lost Customers,1
16587,21,10,14173.1,4,5,5,455,14,Champions,3
16588,8,6,5852.29,5,4,3,543,12,Loyal Customers,3
16589,17,9,10193.49,4,5,4,454,13,Champions,3
16590,7,3,4260.76,5,2,2,522,9,Potential Loyalists,1
16591,146,5,4931.16,2,4,2,242,8,Need Attention,4
16592,105,4,8077.970000000001,2,3,3,233,8,Need Attention,4
16593,10,4,4162.28,5,3,2,532,10,Potential Loyalists,1
16594,20,1,2190.4100000000003,4,1,1,411,6,New Customers,2
16595,75,7,9167.820000000002,3,5,4,354,12,Loyal Customers,0
16596,4,8,16271.39,5,5,5,555,15,Champions,3
16597,125,1,165.53,2,1,1,211,4,Lost Customers,2
