order_id,customer_id,order_date,product_id,product_name,category,quantity,unit_price,total_amount,acquisition_channel,shipping_state,order_status
GA4-110944,USR-1885,2026-01-15,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,CA,Completed
GA4-110945,USR-5411,2025-07-08,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Organic Search,CA,Completed
GA4-110946,USR-1083,2025-03-29,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Organic Search,NC,Completed
GA4-110947,USR-2786,2025-11-24,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Paid Search,WA,Completed
GA4-110948,USR-6597,2025-07-02,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,NC,Completed
GA4-110949,USR-1356,2025-04-01,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,CO,Completed
GA4-110950,USR-6517,2025-09-21,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,TX,Completed
GA4-110951,USR-1364,2025-01-09,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,NY,Completed
GA4-110952,USR-1847,2025-08-12,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,VA,Completed
GA4-110953,USR-6936,2025-03-24,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,MA,Completed
GA4-110954,USR-6316,2025-02-23,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,IL,Completed
GA4-110955,USR-4488,2025-06-26,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,FL,Completed
GA4-110956,USR-6803,2025-08-19,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NY,Completed
GA4-110957,USR-6028,2025-10-03,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,CA,Completed
GA4-110958,USR-2762,2025-07-04,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Organic Search,WA,Completed
GA4-110959,USR-1521,2026-01-11,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Social,TX,Completed
GA4-110960,USR-1366,2025-05-26,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,VA,Completed
GA4-110961,USR-5714,2025-07-31,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,NC,Completed
GA4-110962,USR-2803,2025-07-30,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Organic Search,MA,Completed
GA4-110963,USR-7331,2025-11-11,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,CO,Completed
GA4-110964,USR-4143,2025-03-29,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,NC,Completed
GA4-110965,USR-4338,2025-08-27,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,IL,Completed
GA4-110966,USR-4438,2025-01-26,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,IL,Completed
GA4-110967,USR-5029,2025-05-07,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,CA,Completed
GA4-110968,USR-5188,2025-05-03,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,CO,Completed
GA4-110969,USR-2054,2025-08-03,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Direct,CO,Completed
GA4-110970,USR-6022,2025-03-16,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,NC,Completed
GA4-110971,USR-1433,2025-08-17,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,FL,Completed
GA4-110972,USR-1216,2025-08-25,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
GA4-110973,USR-6758,2025-09-06,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,2,65.0,130.0,Referral,NY,Completed
GA4-110974,USR-7137,2025-04-05,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,VA,Completed
GA4-110975,USR-1401,2025-07-19,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Referral,NC,Completed
GA4-110976,USR-6464,2025-10-03,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,WA,Completed
GA4-110977,USR-2791,2025-07-12,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Referral,CO,Completed
GA4-110978,USR-3550,2025-09-12,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Organic Search,TX,Completed
GA4-110979,USR-4346,2025-11-14,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,CO,Completed
GA4-110980,USR-5314,2025-03-14,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,WA,Completed
GA4-110981,USR-3743,2025-11-28,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,3,48.0,144.0,Organic Search,FL,Completed
GA4-110982,USR-2051,2025-06-26,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,FL,Completed
GA4-110983,USR-1053,2025-03-24,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Referral,MA,Completed
GA4-110984,USR-3333,2025-03-09,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,CA,Completed
GA4-110985,USR-6277,2025-09-26,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,WA,Completed
GA4-110986,USR-1153,2025-03-23,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,VA,Completed
GA4-110987,USR-6693,2025-10-14,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,CO,Completed
GA4-110988,USR-2031,2025-04-17,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,NC,Completed
GA4-110989,USR-5937,2025-05-19,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,NC,Completed
GA4-110990,USR-5479,2025-09-07,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,VA,Completed
GA4-110991,USR-4783,2025-08-26,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,WA,Completed
GA4-110992,USR-6407,2025-09-19,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Direct,WA,Completed
GA4-110993,USR-7124,2025-09-27,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Direct,CO,Completed
GA4-110994,USR-2065,2025-01-18,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Organic Search,WA,Completed
GA4-110995,USR-2445,2025-08-03,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,CO,Completed
GA4-110996,USR-3858,2025-04-15,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,FL,Completed
GA4-110997,USR-2315,2025-04-22,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,VA,Completed
GA4-110998,USR-4144,2025-03-10,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,MA,Completed
GA4-110999,USR-6789,2025-08-27,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Direct,CA,Completed
GA4-111000,USR-4285,2025-12-25,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,IL,Completed
GA4-111001,USR-6109,2025-12-28,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,FL,Completed
GA4-111002,USR-4219,2025-03-05,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,VA,Completed
GA4-111003,USR-5359,2025-11-19,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,VA,Completed
GA4-111004,USR-1453,2025-08-19,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,MA,Completed
GA4-111005,USR-6897,2025-06-07,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Display,IL,Completed
GA4-111006,USR-1257,2025-09-21,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Organic Search,NY,Completed
GA4-111007,USR-7036,2025-08-16,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
GA4-111008,USR-7401,2025-04-24,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Referral,WA,Completed
GA4-111009,USR-2048,2025-02-21,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Display,NY,Completed
GA4-111010,USR-2872,2025-05-15,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Paid Search,FL,Completed
GA4-111011,USR-3127,2025-03-01,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,CA,Completed
GA4-111012,USR-6956,2025-12-29,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,FL,Completed
GA4-111013,USR-3534,2025-08-30,GGOEGFKQ014499,Google Cloud White Tee,Apparel,3,24.99,74.97,Organic Search,WA,Completed
GA4-111014,USR-4256,2025-07-23,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Display,NC,Completed
GA4-111015,USR-3754,2025-08-18,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Direct,IL,Completed
GA4-111016,USR-1045,2025-11-27,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Direct,CO,Completed
GA4-111017,USR-2449,2025-06-27,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,IL,Completed
GA4-111018,USR-7473,2025-07-16,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,MA,Completed
GA4-111019,USR-1509,2025-09-02,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,MA,Completed
GA4-111020,USR-5771,2025-12-22,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,IL,Completed
GA4-111021,USR-2043,2025-03-04,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,CA,Completed
GA4-111022,USR-4419,2025-12-23,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,3,6.5,19.5,Display,WA,Completed
GA4-111023,USR-6329,2025-10-08,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,CA,Completed
GA4-111024,USR-1737,2025-04-27,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Paid Search,NY,Completed
GA4-111025,USR-7444,2025-11-23,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,TX,Completed
GA4-111026,USR-6123,2025-06-30,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,MA,Completed
GA4-111027,USR-5191,2025-04-06,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,NY,Completed
GA4-111028,USR-4581,2025-01-12,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Display,IL,Completed
GA4-111029,USR-1291,2025-04-07,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,3,22.0,66.0,Organic Search,MA,Completed
GA4-111030,USR-7317,2025-07-05,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,3,65.0,195.0,Direct,FL,Completed
GA4-111031,USR-3393,2025-05-30,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,NC,Completed
GA4-111032,USR-1085,2025-06-10,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,NC,Completed
GA4-111033,USR-2932,2025-01-06,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,3,48.0,144.0,Organic Search,IL,Completed
GA4-111034,USR-3057,2025-01-16,GGOEGAAB010516,Android Collectible Figurine,Accessories,3,18.0,54.0,Organic Search,WA,Completed
GA4-111035,USR-2806,2025-08-03,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,CO,Completed
GA4-111036,USR-5382,2025-07-26,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,TX,Completed
GA4-111037,USR-3001,2025-07-21,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
GA4-111038,USR-1996,2025-09-22,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,NY,Completed
GA4-111039,USR-4763,2025-09-03,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Organic Search,CA,Completed
GA4-111040,USR-5514,2025-09-22,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Organic Search,WA,Completed
GA4-111041,USR-6156,2025-04-01,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,WA,Completed
GA4-111042,USR-5717,2025-12-26,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Direct,IL,Completed
GA4-111043,USR-1392,2025-09-27,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Direct,CO,Completed
GA4-111044,USR-6926,2025-01-26,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Social,TX,Completed
GA4-111045,USR-5008,2026-01-07,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Paid Search,VA,Completed
GA4-111046,USR-7134,2025-01-18,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Organic Search,CA,Completed
GA4-111047,USR-4972,2025-03-19,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Paid Search,NC,Completed
GA4-111048,USR-6828,2025-05-24,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,CA,Completed
GA4-111049,USR-5057,2025-07-20,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,NY,Completed
GA4-111050,USR-2169,2025-02-05,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,2,65.0,130.0,Organic Search,WA,Completed
GA4-111051,USR-2737,2025-08-09,GGOEGFKQ014499,Google Cloud White Tee,Apparel,2,24.99,49.98,Organic Search,NC,Completed
GA4-111052,USR-3140,2025-06-28,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Referral,WA,Completed
GA4-111053,USR-1417,2025-10-27,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,VA,Completed
GA4-111054,USR-2125,2025-04-04,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,NY,Completed
GA4-111055,USR-7391,2025-03-09,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,NC,Completed
GA4-111056,USR-2518,2025-01-17,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Organic Search,MA,Completed
GA4-111057,USR-6316,2025-12-21,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Social,WA,Completed
GA4-111058,USR-4080,2025-05-22,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Referral,CA,Completed
GA4-111059,USR-1923,2025-12-08,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,WA,Completed
GA4-111060,USR-7368,2025-06-18,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Direct,NC,Completed
GA4-111061,USR-6725,2025-02-23,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Paid Search,FL,Completed
GA4-111062,USR-6908,2025-10-15,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Direct,IL,Completed
GA4-111063,USR-6101,2025-02-13,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Display,NC,Completed
GA4-111064,USR-3217,2025-08-04,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,MA,Completed
GA4-111065,USR-3481,2025-03-29,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,CA,Completed
GA4-111066,USR-2876,2025-03-06,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Organic Search,NC,Completed
GA4-111067,USR-3450,2025-08-10,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,2,6.5,13.0,Direct,CA,Completed
GA4-111068,USR-6189,2025-01-07,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,NY,Completed
GA4-111069,USR-1225,2025-08-11,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,MA,Completed
GA4-111070,USR-1479,2025-11-05,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,CO,Completed
GA4-111071,USR-1179,2025-02-06,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,CO,Completed
GA4-111072,USR-5459,2026-01-08,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Referral,TX,Completed
GA4-111073,USR-3767,2025-04-17,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Direct,NC,Completed
GA4-111074,USR-5282,2025-12-10,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Paid Search,CO,Completed
GA4-111075,USR-1052,2025-09-14,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,CA,Completed
GA4-111076,USR-3124,2025-01-30,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,NY,Completed
GA4-111077,USR-6125,2025-03-16,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,2,26.5,53.0,Display,TX,Completed
GA4-111078,USR-4986,2025-06-05,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Social,NC,Completed
GA4-111079,USR-2245,2025-10-05,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,CO,Completed
GA4-111080,USR-1142,2025-06-03,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,1,22.0,22.0,Organic Search,NC,Completed
GA4-111081,USR-1533,2025-02-23,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Social,IL,Completed
GA4-111082,USR-6986,2025-10-02,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,VA,Completed
GA4-111083,USR-2991,2025-10-25,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,NY,Completed
GA4-111084,USR-3332,2025-02-05,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Referral,TX,Completed
GA4-111085,USR-1006,2025-01-23,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,VA,Completed
GA4-111086,USR-7401,2025-07-27,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,CA,Completed
GA4-111087,USR-6147,2025-05-13,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Referral,TX,Completed
GA4-111088,USR-4592,2025-08-12,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Organic Search,IL,Completed
GA4-111089,USR-7489,2025-03-01,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,MA,Completed
GA4-111090,USR-1622,2025-02-07,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Referral,FL,Completed
GA4-111091,USR-5796,2025-06-14,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,2,79.0,158.0,Paid Search,NY,Completed
GA4-111092,USR-3238,2025-07-04,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Organic Search,NY,Completed
GA4-111093,USR-1060,2025-03-23,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Display,WA,Completed
GA4-111094,USR-5631,2025-06-09,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Referral,TX,Completed
GA4-111095,USR-6700,2025-09-20,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,TX,Completed
GA4-111096,USR-2215,2025-11-17,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,3,99.99,299.97,Organic Search,CO,Completed
GA4-111097,USR-4647,2025-02-06,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Social,CA,Completed
GA4-111098,USR-2518,2025-03-24,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,NC,Completed
GA4-111099,USR-3214,2025-06-22,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,CA,Completed
GA4-111100,USR-6459,2025-06-23,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Social,VA,Completed
GA4-111101,USR-1558,2025-06-15,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Referral,CA,Completed
GA4-111102,USR-3461,2025-08-04,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,CA,Completed
GA4-111103,USR-3731,2025-09-02,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Referral,TX,Completed
GA4-111104,USR-1368,2025-09-15,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Organic Search,VA,Completed
GA4-111105,USR-1478,2025-08-28,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,CA,Completed
GA4-111106,USR-4569,2025-03-23,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Paid Search,CA,Completed
GA4-111107,USR-3684,2025-04-06,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Display,FL,Completed
GA4-111108,USR-1410,2026-01-09,GGOEGBJR013999,Google Stainless Steel Water Bottle,Drinkware,2,22.0,44.0,Social,FL,Completed
GA4-111109,USR-4535,2025-01-07,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Display,MA,Completed
GA4-111110,USR-1796,2025-06-17,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,NY,Completed
GA4-111111,USR-3680,2025-08-24,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,3,79.0,237.0,Direct,CA,Completed
GA4-111112,USR-4615,2025-05-29,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Organic Search,IL,Completed
GA4-111113,USR-1936,2025-04-06,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,FL,Completed
GA4-111114,USR-1766,2025-04-01,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Social,IL,Completed
GA4-111115,USR-5125,2025-05-22,GGOEFAAB010617,Google Rainbow Enamel Pin,Accessories,1,6.5,6.5,Organic Search,TX,Completed
GA4-111116,USR-4525,2025-02-08,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,1,48.0,48.0,Direct,MA,Completed
GA4-111117,USR-5361,2025-12-11,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,FL,Completed
GA4-111118,USR-4731,2025-09-01,GGOEAAEB099214,Chrome Dino Socks,Apparel,2,12.5,25.0,Organic Search,CA,Completed
GA4-111119,USR-1927,2025-04-07,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Direct,VA,Completed
GA4-111120,USR-6700,2025-08-02,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Direct,IL,Completed
GA4-111121,USR-7117,2025-10-29,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,1,99.99,99.99,Direct,NC,Completed
GA4-111122,USR-1828,2025-08-12,GGOEGFXQ016399,Pixel Stand Wireless Charger,Electronics,1,79.0,79.0,Organic Search,IL,Completed
GA4-111123,USR-3813,2025-10-01,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,1,65.0,65.0,Direct,CO,Completed
GA4-111124,USR-3437,2025-07-30,GGOEGDHH087299,Nest Audio Smart Speaker,Electronics,2,99.99,199.98,Direct,NC,Completed
GA4-111125,USR-4366,2025-09-17,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Referral,CA,Completed
GA4-111126,USR-4244,2025-05-10,GGOEAAEB099214,Chrome Dino Socks,Apparel,3,12.5,37.5,Organic Search,WA,Completed
GA4-111127,USR-1495,2026-01-14,GGOEGAAB010516,Android Collectible Figurine,Accessories,2,18.0,36.0,Organic Search,WA,Completed
GA4-111128,USR-5141,2025-04-07,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Direct,NC,Completed
GA4-111129,USR-7416,2025-04-17,GGOEAKBB010299,Google Campus Laptop Backpack,Bags,3,65.0,195.0,Social,TX,Completed
GA4-111130,USR-1458,2025-08-13,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,VA,Completed
GA4-111131,USR-3042,2025-08-28,GGOEYHPB098810,YouTube Crewneck Sweatshirt,Apparel,2,48.0,96.0,Referral,NY,Completed
GA4-111132,USR-3161,2026-01-06,GGOEGAXB098810,Google Thermal Travel Tumbler,Drinkware,1,26.5,26.5,Organic Search,VA,Completed
GA4-111133,USR-6481,2025-07-24,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Paid Search,CA,Completed
GA4-111134,USR-3265,2025-08-22,GGOEGAAB010516,Android Collectible Figurine,Accessories,1,18.0,18.0,Organic Search,NC,Completed
GA4-111135,USR-4092,2025-09-07,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,CA,Completed
GA4-111136,USR-2062,2025-09-28,GGOEGFKQ014499,Google Cloud White Tee,Apparel,1,24.99,24.99,Organic Search,NY,Completed
GA4-111137,USR-5441,2025-11-18,GGOEAAEB099214,Chrome Dino Socks,Apparel,1,12.5,12.5,Organic Search,WA,Completed
